"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.026735040E-1,-3.484491110E-1,-7.948466539E-1,1.666226387E0,1.878698581E0
5.076673580E-1,-6.305679083E-1,-9.257457256E-1,1.678956032E0,2.018294922E0
5.126612120E-1,-4.569077492E-1,-9.845662117E-1,1.874301910E0,2.165904653E0
5.176550660E-1,-1.395855904E0,-4.732048512E-1,1.330655098E0,1.985693714E0
5.226489210E-1,-2.343028307E0,-5.335947275E-1,7.806978226E-1,2.526656698E0
5.276427750E-1,-2.830300808E0,-6.562030315E-1,5.422077179E-1,2.955536210E0
5.326366290E-1,-2.992628098E0,-8.009923697E-1,4.982156754E-1,3.137774779E0
5.376304830E-1,-2.927437782E0,-1.084604144E0,6.227235794E-1,3.183401133E0
5.426243370E-1,-2.827618599E0,-1.522916555E0,8.660717010E-1,3.326376703E0
5.476181910E-1,-1.482244492E0,-2.150511742E0,1.605672836E0,3.065931301E0
5.526120460E-1,-1.059683204E0,-2.992232800E0,3.447333336E0,4.686202380E0
5.576059000E-1,-8.797793388E-1,-3.512895584E0,2.451735497E0,4.373265829E0
5.625997540E-1,-8.988134861E-1,-3.698888779E0,1.158798218E0,3.979002034E0
5.675936080E-1,-1.212563872E0,-3.484558582E0,-5.411815643E-2,3.689903580E0
5.725874620E-1,-2.353734970E0,-1.974717021E0,-2.217125893E0,3.788828691E0
5.775813160E-1,-2.567991734E0,-2.188441753E0,-8.939161301E-1,3.490407555E0
5.825751710E-1,-2.613525629E0,-2.212234974E0,-2.297592163E-1,3.431805515E0
5.875690250E-1,-2.654042482E0,-2.119591475E0,1.279649734E-1,3.398968160E0
5.925628790E-1,-2.804279566E0,-1.907656670E0,-8.350372314E-2,3.392655409E0
5.975567330E-1,-2.991652727E0,-1.721036792E0,-3.033733368E-1,3.464677339E0
6.025505870E-1,-3.139130592E0,-1.546675444E0,-3.269300461E-1,3.514716071E0
6.075444410E-1,-3.284019947E0,-1.443022609E0,-3.167362213E-1,3.601030838E0
6.125382960E-1,-3.415148258E0,-1.563080788E0,-3.817653656E-1,3.775209129E0
6.175321500E-1,-3.492269993E0,-1.502928376E0,-4.069709778E-1,3.823659083E0
6.225260040E-1,-3.484908581E0,-1.474933505E0,-2.545681000E-1,3.792732732E0
6.275198580E-1,-3.225790024E0,-1.509329796E0,9.802436829E-2,3.562780724E0
6.325137120E-1,-2.607466221E0,-1.716804981E0,6.255807877E-1,3.183967770E0
6.375076180E-1,-1.791231155E0,-2.069143295E0,1.307693481E0,3.033137859E0
6.425015250E-1,-1.071496725E0,-2.329187632E0,1.687009811E0,3.069075163E0
6.474954310E-1,-5.076642036E-1,-2.460856676E0,1.775226593E0,3.076518809E0
6.524893370E-1,-7.251042128E-2,-2.461342573E0,1.474620819E0,2.870186681E0
6.574832430E-1,2.051278353E-1,-2.394162655E0,9.305114746E-1,2.576808850E0
6.624771500E-1,3.830705285E-1,-2.317441225E0,2.775850296E-1,2.365233669E0
6.674710560E-1,5.051618218E-1,-2.260193586E0,-2.554531097E-1,2.330004250E0
6.724649620E-1,6.579322815E-1,-2.236736059E0,-7.077083588E-1,2.436537339E0
6.774588680E-1,8.274067044E-1,-2.218451023E0,-1.189244270E0,2.649609166E0
6.824527750E-1,1.033090591E0,-2.219543457E0,-1.600172997E0,2.924756904E0
6.874466810E-1,1.246877670E0,-2.220730066E0,-1.945882797E0,3.205121809E0
6.924405870E-1,1.412351847E0,-2.221826077E0,-2.203177452E0,3.432963696E0
6.974344930E-1,1.521195889E0,-2.203586102E0,-2.382269859E0,3.583997534E0
7.024284000E-1,1.536785960E0,-2.132428408E0,-2.517048836E0,3.639298949E0
7.074223060E-1,1.437167764E0,-2.032062054E0,-2.650650024E0,3.636024329E0
7.124162120E-1,1.210303068E0,-1.873629093E0,-2.806882381E0,3.585234748E0
7.174101180E-1,8.539897799E-1,-1.609515786E0,-2.971346378E0,3.485504111E0
7.224040250E-1,4.182535708E-1,-1.311408043E0,-3.048904896E0,3.345227671E0
7.273979310E-1,1.416663826E-2,-1.022071123E0,-3.030626774E0,3.198363443E0
7.323918370E-1,-2.964949012E-1,-7.888951302E-1,-2.888556957E0,3.008990869E0
7.373857430E-1,-5.248319507E-1,-6.493849158E-1,-2.604375839E0,2.734944763E0
7.423796500E-1,-7.306337953E-1,-5.837345719E-1,-2.364323616E0,2.542557365E0
7.473735560E-1,-1.046396971E0,-8.089876175E-1,-3.413914680E0,3.661177547E0
7.523674620E-1,-8.274844289E-1,-1.039958239E0,-3.128683090E0,3.399250137E0
7.573613680E-1,-1.118217856E-1,-1.189468503E0,-1.293960571E0,1.761156833E0
7.623552750E-1,2.913670838E-1,-1.257035732E0,-3.504533768E-1,1.337105523E0
7.673491810E-1,2.641156912E-1,-1.118680477E0,3.165416718E-1,1.192225540E0
7.723430870E-1,4.725754261E-2,-8.750697970E-1,7.277164459E-1,1.139101247E0
7.773369930E-1,-1.706368029E-1,-5.695732832E-1,8.417558670E-1,1.030574395E0
7.823309000E-1,-3.810769618E-1,-2.550460696E-1,6.414232254E-1,7.884744146E-1
7.873248060E-1,-5.837709904E-1,3.955674171E-2,3.760595322E-1,6.955386954E-1
7.923187120E-1,-7.539934516E-1,2.377017736E-1,1.555070877E-1,8.057237198E-1
7.973126180E-1,-8.238458037E-1,2.871527672E-1,-9.657478333E-2,8.777843179E-1
8.023064730E-1,-8.114007115E-1,1.789609194E-1,-3.703842163E-1,9.097156660E-1
8.073003270E-1,-7.585921884E-1,-5.258703232E-2,-6.276788712E-1,9.860062218E-1
8.122941810E-1,-6.695482135E-1,-3.921512365E-1,-7.353591919E-1,1.069032527E0
8.172880350E-1,-5.780659318E-1,-6.243621707E-1,-7.135334015E-1,1.110458579E0
8.222818890E-1,-5.375192165E-1,-6.539251804E-1,-6.822080612E-1,1.087176567E0
8.272757430E-1,-5.682791471E-1,-5.049818754E-1,-6.988620758E-1,1.032645188E0
8.322695980E-1,-6.427184343E-1,-3.064070940E-1,-7.872705460E-1,1.061492914E0
8.372634520E-1,-6.993237138E-1,-1.532831192E-1,-1.013810158E0,1.241112568E0
8.422573060E-1,-5.950496793E-1,-1.593172550E-1,-1.296826363E0,1.435696599E0
8.472511600E-1,-5.199914575E-1,-2.615398169E-1,-1.716909409E0,1.812890540E0
